Generation,GD_exp,SP_exp,GD_base,SP_base
1,0.655057749516352,0.211332761761034,0.57065308505078,0.418959863619656
2,0.654806737348139,0.21300731147922,0.57065308505078,0.418959863619656
3,0.97257423108184,NaN,0.57065308505078,0.418959863619656
4,0.820474039179607,NaN,0.688117814267339,0
5,0.483387211727148,0.0384164299290438,0.688117814267339,0
6,0.483387211727148,0.0384164299290438,0.475207981589885,0.0406691310564381
7,0.46143248434582,0.0922948237269099,0.423571716877062,0.072837505307983
8,0.46143248434582,0.0922948237269099,0.417852602726129,0.0521286246473291
9,0.386533166584211,0.0543899617045918,0.412990731222243,0.0489931393530587
10,0.383244624691638,0.0661685654441254,0.400572152533209,0.134441566531055
11,0.341199228826894,NaN,0.393269052871913,0.0991247766930254
12,0.341199228826894,NaN,0.360815836024185,0.141851287439011
13,0.341199228826894,NaN,0.427677205456948,0
14,0.341199228826894,NaN,0.427677205456948,0
15,0.341199228826894,NaN,0.393311346521466,0
16,0.341199228826894,NaN,0.393311346521466,0
17,0.341199228826894,NaN,0.393311346521466,0
18,0.341199228826894,NaN,0.393123592513121,0
19,0.341199228826894,NaN,0.393123592513121,0
20,0.341199228826894,NaN,0.393123592513121,0
21,0.341199228826894,NaN,0.32104725619191,0.142766632314482
22,0.249179219680099,0,0.318541200806251,0.121026027454704
23,0.249179219680099,0,0.318541200806251,0.121026027454704
24,0.249179219680099,0,0.318541200806251,0.121026027454704
25,0.249179219680099,0,0.341297238550874,0
26,0.249179219680099,0,0.341297238550874,0
27,0.249179219680099,0,0.341297238550874,0
28,0.249179219680099,0,0.341297238550874,0
29,0.193916656701431,0.0801857199604975,0.341297238550874,0
30,0.193916656701431,0.0801857199604975,0.341297238550874,0
31,0.193916656701431,0.0801857199604975,0.341297238550874,0
32,0.193916656701431,0.0801857199604975,0.341297238550874,0
33,0.193916656701431,0.0801857199604975,0.341297238550874,0
34,0.193916656701431,0.0801857199604975,0.341297238550874,0
35,0.193916656701431,0.0801857199604975,0.281748782820356,0.219831203674269
36,0.193916656701431,0.0801857199604975,0.30072256473506,0
37,0.193896837770256,0.0800052698148503,0.249465565951355,0.13968626627582
38,0.193896837770256,0.0800052698148503,0.249439073128069,0.139460703593762
39,0.193896837770256,0.0800052698148503,0.249439073128069,0.139460703593762
40,0.193896837770256,0.0800052698148503,0.249439073128069,0.139460703593762
41,0.193896837770256,0.0800052698148503,0.283293641405762,0
42,0.223076895516998,NaN,0.283293641405762,0
43,0.223076895516998,NaN,0.265033359712952,0
44,0.175166606231583,0,0.265033359712952,0
45,0.175166606231583,0,0.242293194995684,NaN
46,0.175166606231583,0,0.242208749587034,NaN
47,0.175166606231583,0,0.242208749587034,NaN
48,0.175166606231583,0,0.242208749587034,NaN
49,0.137201905675111,0.106344636964996,0.188471498814527,0
50,0.133286168844418,0,0.188471498814527,0
51,0.133286168844418,0,0.188440831974445,0
52,0.133286168844418,0,0.188440831974445,0
53,0.133286168844418,0,0.188440831974445,0
54,0.108077372376255,0,0.188440831974445,0
55,0.108077372376255,0,0.188440831974445,0
56,0.108077372376255,0,0.188440831974445,0
57,0.0944232278647073,NaN,0.188440831974445,0
58,0.0944232278647073,NaN,0.188440831974445,0
59,0.0944232278647073,NaN,0.160007473548532,0.0342593337139682
60,0.0944232278647073,NaN,0.160007473548532,0.0342593337139682
61,0.0944232278647073,NaN,0.160007473548532,0.0342593337139682
62,0.0944232278647073,NaN,0.160007473548532,0.0342593337139682
63,0.0944232278647073,NaN,0.160007473548532,0.0342593337139682
64,0.0944232278647073,NaN,0.160007473548532,0.0342593337139682
65,0.0944232278647073,NaN,0.160007473548532,0.0342593337139682
66,0.0944232278647073,NaN,0.160007473548532,0.0342593337139682
67,0.0944232278647073,NaN,0.160007473548532,0.0342593337139682
68,0.0631418061218672,0,0.160007473548532,0.0342593337139682
69,0.0631418061218672,0,0.160007473548532,0.0342593337139682
70,0.0460327618212263,0.0503935793631422,0.160007473548532,0.0342593337139682
71,0.0546075038913839,0,0.160007473548532,0.0342593337139682
72,0.00138693539093362,NaN,0.160007473548532,0.0342593337139682
73,0.0139162712685255,0,0.160007473548532,0.0342593337139682
74,0.0369780234190143,0.0177981020597608,0.160007473548532,0.0342593337139682
75,0.0369780234190143,0.0177981020597608,0.160007473548532,0.0342593337139682
76,0.0369761934101465,0.0181138898146406,0.160007473548532,0.0342593337139682
77,0.0277329401049842,0.0361594898984086,0.160007473548532,0.0342593337139682
78,0.0277329401049842,0.0361594898984086,0.160007473548532,0.0342593337139682
79,0.0277836490644025,0.0301038097970279,0.160007473548532,0.0342593337139682
80,0.0229116785239668,0.0672032325197978,0.160007473548532,0.0342593337139682
81,0.0229116785239668,0.0672032325197978,0.160007473548532,0.0342593337139682
82,0.0229116785239668,0.0672032325197978,0.160007473548532,0.0342593337139682
83,0.0277329401049841,0.0361594898984092,0.160007473548532,0.0342593337139682
84,0.0277329401049841,0.0361594898984092,0.160007473548532,0.0342593337139682
85,0.0277329401049841,0.0361594898984092,0.160007473548532,0.0342593337139682
86,0.0277329401049841,0.0361594898984092,0.160007473548532,0.0342593337139682
87,0.0277329401049841,0.0361594898984092,0.160007473548532,0.0342593337139682
88,0.0277329401049841,0.0361594898984092,0.15987529359843,0.0348909092237293
89,0.0277329401049841,0.0361594898984092,0.15987529359843,0.0348909092237293
90,0.0277329401049841,0.0361594898984092,0.15987529359843,0.0348909092237293
91,0.0277329401049841,0.0361594898984092,0.15987529359843,0.0348909092237293
92,0.0277329401049841,0.0361594898984092,0.15987529359843,0.0348909092237293
93,0.0277329401049841,0.0361594898984092,0.15987529359843,0.0348909092237293
94,0.0277329401049841,0.0361594898984092,0.15987529359843,0.0348909092237293
