Generation,dist_exp,dist_base,time_exp,time_base,energy_exp,energy_base
1,1507,1445,389,399.5,186.7316,181.252
2,1507,1404,389,381.5,186.7316,178.236
3,1491,1404,389,381.5,184.9192,178.236
4,1442,1404,389,381.5,180.9384,178.236
5,1442,1404,369.5,368.5,180.9384,178.236
6,1442,1404,369.5,362.5,180.9384,178.236
7,1442,1404,369.5,362.5,180.9384,178.236
8,1442,1404,369.5,357.5,180.9384,178.236
9,1442,1400,369.5,357.5,180.9384,177.7784
10,1442,1400,365,357.5,180.9384,177.7784
11,1424,1400,365,357.5,179.3808,177.7784
12,1410,1400,365,357.5,178.8776,177.7784
13,1410,1400,365,357.5,178.8776,177.7708
14,1410,1400,365,357.5,178.8776,177.7708
15,1402,1400,365,353.5,177.7352,177.7696
16,1388,1400,362.5,353.5,177.0232,177.7696
17,1378,1382,362.5,353.5,175.8184,175.9136
18,1378,1382,361.5,353.5,175.8184,175.9136
19,1378,1370,357,353.5,175.8184,174.9536
20,1378,1370,357,353.5,175.8184,174.9536
21,1358,1370,357,353.5,174.3704,174.9536
22,1358,1370,357,353.5,174.3704,174.9416
23,1358,1370,357,345.5,174.3704,174.928
24,1358,1370,357,345.5,174.3704,174.928
25,1358,1370,357,345.5,174.3704,174.928
26,1358,1370,357,345.5,174.3704,174.928
27,1358,1370,347.5,345.5,174.3704,174.928
28,1358,1370,347.5,345.5,174.3704,174.928
29,1358,1370,347.5,345.5,174.3704,174.9236
30,1358,1370,347.5,345.5,174.3704,174.9236
31,1358,1370,347.5,345.5,174.3704,174.9236
32,1358,1370,347.5,345.5,174.3704,174.9236
33,1358,1370,347.5,345.5,174.3704,174.9236
34,1358,1370,347.5,345.5,174.3448,174.9236
35,1358,1370,341.5,345.5,174.3448,174.9236
36,1358,1370,341.5,345.5,174.3408,174.9236
37,1358,1370,341.5,345.5,174.3408,174.9236
38,1358,1370,341.5,345.5,174.3408,174.916
39,1358,1370,341.5,345.5,174.3408,174.916
40,1358,1350,341.5,342.5,174.3408,173.4696
41,1358,1350,341.5,342.5,174.3408,173.4576
42,1358,1350,341.5,342.5,174.3408,173.4576
43,1358,1350,341.5,342.5,174.3408,173.4576
44,1358,1350,341.5,342.5,174.3408,173.4576
45,1358,1350,341.5,342.5,174.3408,173.4576
46,1358,1350,341.5,342.5,174.3408,173.4576
47,1358,1350,341.5,342.5,174.3408,173.4576
