Generation,dist_exp,dist_base,time_exp,time_base,energy_exp,energy_base
1,2061,1964,351,338.666666666667,213.555,209.8875
2,1991,1964,351,338.666666666667,211.74875,209.8875
3,1991,1964,347.333333333333,338.666666666667,211.27,209.8875
4,1899,1964,327,338.333333333333,200.4625,209.8875
5,1899,1964,327,338.333333333333,200.4625,209.06
6,1899,1950,327,338.333333333333,200.4625,209.06
7,1899,1950,327,336.666666666667,200.4625,205.12625
8,1896,1950,327,336.666666666667,200.13875,205.12625
9,1896,1950,327,333.666666666667,200.13875,205.12625
10,1896,1950,327,333.666666666667,199.50125,205.12625
11,1896,1950,326,333.666666666667,199.50125,204.65875
12,1896,1950,326,333.666666666667,199.50125,204.65875
13,1896,1895,326,333.666666666667,199.50125,200.81
14,1896,1895,326,333.666666666667,197.35125,200.81
15,1896,1895,326,333.666666666667,197.35125,200.81
16,1887,1895,326,333.666666666667,197.35125,200.81
17,1887,1895,326,333.666666666667,197.35125,200.81
18,1887,1895,326,333.666666666667,197.35125,200.81
19,1882,1895,326,333.666666666667,197.35125,200.81
20,1882,1895,326,333.666666666667,197.35125,200.81
21,1882,1895,326,333.666666666667,197.35125,200.81
22,1882,1895,326,333.666666666667,197.35125,200.81
23,1882,1895,326,333.666666666667,197.35125,200.81
24,1882,1895,323.333333333333,333.666666666667,197.35125,200.81
25,1882,1895,323.333333333333,333.666666666667,197.35125,200.81
26,1882,1895,323.333333333333,332,197.35125,200.81
27,1882,1895,323.333333333333,332,197.35125,200.81
28,1860,1895,317,332,197.35125,200.81
29,1860,1895,317,332,197.35125,200.81
30,1860,1895,317,332,197.35125,200.81
31,1860,1895,317,332,197.35125,200.81
32,1860,1895,317,331.666666666667,197.35125,200.81
33,1860,1895,317,331.666666666667,197.35125,200.81
34,1860,1895,317,331.666666666667,197.35125,200.81
35,1860,1895,317,331.666666666667,197.35125,200.81
36,1860,1895,317,330.666666666667,197.35125,200.81
37,1860,1895,317,330.666666666667,197.35125,200.81
38,1860,1895,317,330.666666666667,197.35125,200.81
39,1860,1895,317,330.666666666667,197.35125,200.81
40,1854,1895,317,330.666666666667,197.03375,200.81
41,1854,1895,317,330.666666666667,197.03375,200.81
42,1854,1895,317,330.666666666667,197.03375,200.81
43,1854,1895,317,330.666666666667,197.03375,200.81
44,1846,1895,317,330.666666666667,196.70375,200.81
45,1846,1895,317,330.666666666667,196.70375,200.81
46,1846,1895,317,330.666666666667,196.70375,200.81
