Generation,dist_exp,dist_base,time_exp,time_base,energy_exp,energy_base
1,1531,1498,389.5,382.5,188.3328,185.7092
2,1456,1498,389.5,382.5,182.72,185.7092
3,1456,1498,383.5,382.5,182.72,185.7092
4,1447,1473,378.5,382.5,181.6368,183.5596
5,1447,1446,375.5,375.5,181.6368,181.9768
6,1447,1446,375.5,375.5,181.6368,181.9768
7,1394,1446,375.5,370.5,177.6868,181.9768
8,1394,1446,375,370.5,177.6868,181.9768
9,1394,1426,375,370.5,177.6868,180.0868
10,1394,1426,375,370.5,177.6868,180.0868
11,1394,1426,360.5,370.5,177.6868,180.0868
12,1394,1426,360.5,365,177.6868,180.0868
13,1394,1416,360.5,365,177.6868,179.4832
14,1394,1416,360.5,365,177.6868,179.4832
15,1394,1416,360.5,365,177.2328,179.4832
16,1394,1416,360.5,365,177.2328,179.4832
17,1394,1416,360.5,365,177.2328,179.4832
18,1394,1416,360.5,365,177.2328,179.4832
19,1394,1416,360.5,365,177.2328,179.4832
20,1394,1410,359,365,177.2328,179.0968
21,1394,1410,359,363.5,177.2328,179.0968
22,1394,1410,359,363.5,177.2328,179.0968
23,1382,1410,359,363.5,176.3124,179.0968
24,1376,1410,352.5,359.5,176.0148,179.0968
25,1376,1410,352.5,359.5,176.0148,179.0968
26,1376,1410,352.5,357.5,176.0148,179.0968
27,1376,1410,352.5,357.5,176.0148,179.0968
28,1376,1410,351.5,357.5,176.0148,179.0968
29,1376,1410,351.5,357.5,176.0148,179.0968
30,1376,1410,351.5,357.5,176.0148,179.0968
31,1376,1410,351.5,357.5,176.0148,179.0968
32,1366,1410,351.5,357.5,175.2744,179.0968
33,1366,1410,350.5,357.5,175.2744,179.0968
34,1358,1410,348.5,357.5,174.3924,179.0968
35,1358,1410,346.5,357.5,174.3924,179.0968
36,1358,1410,346.5,357.5,174.3924,179.0968
37,1358,1410,346.5,357.5,174.3924,179.0968
38,1358,1410,346.5,357.5,174.3924,179.0968
39,1358,1410,346.5,357.5,174.3924,179.0968
40,1358,1410,346.5,357.5,174.3924,179.0968
41,1358,1404,346.5,357.5,174.3924,178.5232
42,1358,1404,346.5,354.5,174.3528,178.5232
43,1358,1404,343.5,354.5,174.3528,178.5232
44,1358,1404,343.5,354.5,174.3528,178.5232
45,1358,1404,343.5,354.5,174.3528,178.5232
46,1358,1404,343.5,354.5,174.3528,178.5232
47,1358,1404,341.5,354.5,174.3528,178.5232
48,1358,1404,341.5,354.5,174.3528,178.5232
49,1358,1404,341.5,354.5,174.3528,178.5232
50,1358,1404,341.5,354.5,174.3528,178.5232
51,1358,1404,341.5,354.5,174.3528,178.5232
52,1358,1404,341.5,354.5,174.3528,178.5232
53,1358,1404,341.5,354.5,174.3528,178.5232
54,1358,1404,341.5,354.5,174.3528,178.5232
55,1358,1404,341.5,354.5,174.3528,178.358
56,1358,1404,341.5,354.5,174.3528,178.358
57,1358,1404,341.5,354.5,174.3528,178.358
58,1358,1404,341.5,354.5,174.3528,178.358
59,1358,1404,341.5,354.5,174.3528,178.358
60,1358,1404,341.5,354.5,174.3528,178.358
61,1358,1404,341.5,354.5,174.3528,178.358
62,1358,1404,341.5,354.5,174.3528,178.358
63,1358,1404,341.5,354.5,174.3528,178.358
64,1358,1404,341.5,354.5,174.3528,178.358
65,1358,1404,341.5,354.5,174.3528,178.358
66,1358,1404,341.5,354.5,174.3528,178.358
67,1358,1404,341.5,354.5,174.3528,178.358
68,1358,1404,341.5,354.5,174.3528,178.358
69,1358,1404,341.5,354.5,174.3528,178.358
70,1358,1400,341.5,354.5,174.3528,178.0616
71,1358,1400,341.5,354.5,174.3528,178.0616
72,1358,1400,341.5,354.5,174.3448,177.8964
73,1358,1400,341.5,354.5,174.3448,177.8964
74,1358,1400,341.5,354.5,174.3448,177.8964
75,1358,1400,341.5,354.5,174.3448,177.8964
76,1358,1400,341.5,354.5,174.3448,177.8964
77,1358,1400,341.5,354.5,174.3448,177.8964
78,1358,1400,341.5,354.5,174.3448,177.8964
79,1358,1400,341.5,354.5,174.3448,177.8964
80,1358,1400,341.5,354.5,174.3448,177.8964
81,1358,1386,341.5,354.5,174.3448,176.9812
82,1358,1386,341.5,354.5,174.3448,176.9812
83,1358,1386,341.5,354.5,174.3448,176.9812
84,1358,1386,341.5,354.5,174.3448,176.9812
85,1358,1386,341.5,354.5,174.3448,176.9812
86,1358,1386,341.5,354.5,174.3448,176.9812
87,1358,1386,341.5,354.5,174.3448,176.9812
88,1358,1386,341.5,354.5,174.3448,176.9812
89,1358,1386,341.5,354.5,174.3448,176.9812
90,1358,1386,341.5,354.5,174.3448,176.9812
91,1358,1386,341.5,354.5,174.3448,176.9812
92,1358,1386,341.5,354.5,174.3448,176.9812
93,1358,1386,341.5,354.5,174.3448,176.9812
94,1358,1386,341.5,354.5,174.3448,176.9812
95,1358,1386,341.5,354.5,174.3448,176.9812
96,1358,1386,341.5,354.5,174.3448,176.9812
97,1358,1386,341.5,354.5,174.3448,176.9812
98,1358,1386,341.5,354.5,174.3448,176.9812
99,1358,1386,341.5,354.5,174.3448,176.9812
100,1358,1386,341.5,354.5,174.3448,176.9812
101,1358,1386,341.5,354.5,174.3448,176.9812
102,1358,1386,341.5,354.5,174.3448,176.9812
103,1358,1386,341.5,354.5,174.3448,176.9812
104,1358,1386,341.5,354.5,174.3448,176.9812
105,1358,1386,341.5,354.5,174.3448,176.9812
106,1358,1386,341.5,354.5,174.3448,176.9812
107,1358,1386,341.5,354.5,174.3448,176.9812
108,1358,1386,341.5,354.5,174.3448,176.9812
109,1358,1386,341.5,354.5,174.3448,176.9812
110,1358,1386,341.5,354.5,174.3448,176.9812
111,1358,1386,341.5,354.5,174.3448,176.9812
112,1358,1386,341.5,354.5,174.3448,176.9812
113,1358,1386,341.5,354.5,174.3448,176.9812
114,1358,1386,341.5,354.5,174.3448,176.9812
115,1358,1386,341.5,354.5,174.3448,176.9812
116,1358,1386,341.5,354.5,174.3448,176.9812
117,1358,1386,341.5,354.5,174.3448,176.9812
118,1358,1386,341.5,353.5,174.3448,176.9812
119,1358,1386,341.5,353.5,174.3448,176.9812
120,1358,1386,341.5,353.5,174.3448,176.9812
121,1358,1386,341.5,353.5,174.3448,176.9812
122,1358,1386,341.5,353.5,174.3448,176.9812
123,1358,1386,341.5,353.5,174.3448,176.9812
124,1358,1386,341.5,353.5,174.3448,176.9812
125,1358,1386,341.5,353.5,174.3448,176.9812
126,1358,1386,341.5,353.5,174.3448,176.9812
127,1358,1386,341.5,353.5,174.3448,176.9812
128,1358,1386,341.5,353.5,174.3448,176.9812
129,1358,1386,341.5,353.5,174.3448,176.9812
130,1358,1386,341.5,353.5,174.3448,176.9812
131,1358,1386,341.5,353.5,174.3448,176.9812
132,1358,1386,341.5,353.5,174.3448,176.9812
133,1358,1386,341.5,353.5,174.3448,176.9812
134,1358,1386,341.5,353.5,174.3448,176.9812
135,1358,1386,341.5,353.5,174.3448,176.9708
136,1358,1386,341.5,353.5,174.3448,176.9708
137,1358,1386,341.5,353.5,174.3448,176.9708
138,1358,1386,341.5,353.5,174.3448,176.9708
139,1358,1386,341.5,353.5,174.3448,176.9708
140,1358,1386,341.5,353.5,174.3448,176.9708
141,1358,1386,341.5,353.5,174.3448,176.9708
142,1358,1386,341.5,353.5,174.3448,176.9708
143,1358,1386,341.5,353.5,174.3448,176.9708
144,1358,1386,341.5,353.5,174.3448,176.9708
145,1358,1386,341.5,353.5,174.3448,176.9708
146,1358,1386,341.5,353.5,174.3448,176.9708
147,1358,1386,341.5,353.5,174.3448,176.9708
148,1358,1386,341.5,353.5,174.3448,176.9708
149,1358,1386,341.5,353.5,174.3448,176.9708
150,1358,1386,341.5,353.5,174.3448,176.9708
151,1358,1386,341.5,353.5,174.3448,176.9708
152,1358,1386,341.5,353.5,174.3448,176.9708
153,1358,1386,341.5,353.5,174.3448,176.9708
154,1358,1386,341.5,353.5,174.3448,176.9708
155,1358,1386,341.5,353.5,174.3448,176.9708
156,1358,1386,341.5,353.5,174.3448,176.9708
157,1358,1386,341.5,353.5,174.3448,176.9708
158,1358,1386,341.5,353.5,174.3448,176.9708
159,1358,1386,341.5,353.5,174.3448,176.9708
160,1358,1386,341.5,353.5,174.3448,176.9708
161,1358,1386,341.5,353.5,174.3448,176.9708
162,1358,1386,341.5,353.5,174.3448,176.9708
