Generation,dist_exp,dist_base,time_exp,time_base,energy_exp,energy_base
1,2071,2006,354,351.333333333333,216.5,213.26125
2,2034,2006,354,349,210.48,212.76875
3,2034,1959,354,349,210.48,211.05
4,2034,1959,354,349,210.48,211.05
5,2015,1959,354,338,210.48,211.05
6,2015,1959,353,338,210.48,207.4
7,1976,1959,349.666666666667,338,210.48,207.4
8,1893,1959,332,338,203.4025,207.4
9,1893,1959,332,338,203.4025,207.4
10,1893,1959,332,338,203.4025,207.4
11,1893,1959,332,338,203.4025,207.4
12,1893,1959,332,338,203.4025,207.4
13,1893,1959,332,338,203.4025,207.4
14,1893,1959,332,338,203.4025,207.4
15,1893,1959,332,338,203.4025,207.4
16,1893,1959,332,338,203.03875,207.15
17,1893,1959,332,338,203.03875,207.15
18,1893,1949,332,329,203.03875,207.07
19,1893,1949,332,329,203.03875,207.07
20,1893,1934,332,329,203.03875,207.07
21,1893,1934,332,329,203.03875,207.07
22,1893,1934,332,329,203.03875,207.07
23,1893,1934,332,329,203.03875,207.07
24,1893,1934,332,329,203.03875,207.07
25,1893,1934,332,329,203.03875,207.07
26,1893,1934,332,329,202.33625,207.07
27,1893,1929,332,324.666666666667,202.33625,204.115
28,1893,1929,332,324.666666666667,200.8175,204.115
29,1893,1929,327,324.666666666667,200.8175,204.115
30,1893,1929,327,324.666666666667,200.8175,204.115
31,1893,1929,327,324.666666666667,200.8175,204.115
32,1893,1929,327,324.666666666667,200.8175,204.115
33,1893,1929,325.666666666667,324.666666666667,200.8175,204.115
34,1893,1929,325.666666666667,324.666666666667,200.8175,203.2675
35,1893,1929,325.666666666667,324.666666666667,200.8175,203.2675
36,1893,1929,325.666666666667,324.666666666667,200.8175,203.2675
37,1893,1929,325.666666666667,324.666666666667,200.8175,203.2675
38,1893,1929,325.666666666667,324.666666666667,200.8175,203.1875
39,1893,1929,325.666666666667,324.666666666667,200.8175,203.1875
40,1893,1929,325.666666666667,324.666666666667,200.8175,203.1875
41,1893,1929,325.666666666667,324.666666666667,200.8175,203.1875
42,1893,1929,325.666666666667,324.666666666667,200.8175,203.1875
43,1893,1929,325.666666666667,324.666666666667,200.8175,203.1875
44,1893,1929,325.666666666667,324.666666666667,200.8175,203.1875
45,1893,1929,325.666666666667,324.666666666667,200.8175,203.1875
46,1893,1928,325.666666666667,324.666666666667,200.8175,203.1875
