Generation,dist_exp,dist_base,time_exp,time_base,energy_exp,energy_base
1,2005,2020,347.333333333333,345,211.1225,216.50125
2,2005,1955,347.333333333333,345,210.655,206.81875
3,2005,1955,347.333333333333,345,208.62,206.81875
4,2005,1955,347.333333333333,345,208.62,206.81875
5,2005,1955,347.333333333333,336.666666666667,208.62,206.81875
6,1976,1955,332.666666666667,336.666666666667,208.31,206.81875
7,1960,1955,330,336.666666666667,205.6625,206.81875
8,1960,1955,330,336.666666666667,205.6625,206.81875
9,1960,1955,330,336.666666666667,205.6625,206.81875
10,1960,1955,330,336.666666666667,205.6625,206.81875
11,1910,1955,330,336.666666666667,200.83875,206.81875
12,1910,1955,330,336.666666666667,200.83875,206.81875
13,1910,1955,330,336.666666666667,200.83875,206.81875
14,1910,1955,330,336.666666666667,200.83875,206.81875
15,1910,1955,330,336.666666666667,199.3525,206.81875
16,1910,1955,330,336.666666666667,199.3525,206.81875
17,1910,1955,330,336.666666666667,199.3525,206.81875
18,1910,1955,330,336.666666666667,199.3525,206.81875
19,1910,1955,330,336.666666666667,199.3525,206.81875
20,1910,1955,330,336.666666666667,199.3525,206.81875
21,1910,1955,330,336.666666666667,199.3525,206.81875
22,1910,1916,330,336.666666666667,199.3525,204.86
23,1910,1916,330,336.666666666667,199.3525,204.86
24,1910,1916,330,336.666666666667,199.3525,204.86
25,1910,1916,330,336.666666666667,199.3525,204.86
26,1910,1916,330,336.666666666667,199.3525,204.86
27,1910,1916,330,336.666666666667,199.3525,204.86
28,1910,1916,330,336.666666666667,199.3525,204.86
29,1910,1916,330,334.666666666667,199.3525,204.86
30,1910,1916,330,334.666666666667,199.3525,204.86
31,1910,1916,330,319.666666666667,199.3525,204.86
32,1910,1916,330,319.666666666667,199.3525,204.86
33,1910,1916,327,319.666666666667,199.3525,204.86
34,1910,1916,327,319.666666666667,199.3525,204.86
35,1879,1916,327,319.666666666667,199.3525,204.86
36,1873,1916,327,319.666666666667,199.3525,204.86
37,1873,1916,327,319.666666666667,199.3525,204.86
38,1873,1916,327,319.666666666667,199.3525,204.86
39,1873,1916,327,319.666666666667,199.3525,204.86
40,1873,1916,327,319.666666666667,199.3525,204.86
41,1873,1916,327,319.666666666667,199.3525,203.7725
42,1873,1916,327,319.666666666667,199.3525,203.7725
43,1873,1916,327,319.666666666667,199.3525,203.7725
44,1873,1916,327,319.666666666667,199.3525,203.7725
45,1873,1916,324.666666666667,319.666666666667,199.3525,203.7725
46,1873,1916,324.666666666667,319.666666666667,199.3525,203.7725
47,1873,1916,324.666666666667,319.666666666667,199.3525,203.7725
48,1873,1916,316.333333333333,319.666666666667,199.3525,203.7725
49,1873,1916,316.333333333333,319.666666666667,198.64375,203.7725
50,1869,1916,316.333333333333,319.666666666667,197.575,203.7725
51,1869,1916,316.333333333333,319.666666666667,197.575,203.7725
52,1869,1916,316.333333333333,319.666666666667,197.575,203.7725
53,1869,1916,316.333333333333,319.666666666667,197.575,203.7725
54,1869,1916,316.333333333333,319.666666666667,197.575,203.7725
55,1869,1916,316.333333333333,319.666666666667,197.575,203.7725
56,1869,1916,316.333333333333,319.666666666667,197.575,203.7725
57,1869,1916,316.333333333333,319.666666666667,197.575,203.7725
58,1869,1912,316.333333333333,319,197.575,203.7725
59,1869,1912,316.333333333333,319,197.575,203.7725
60,1869,1897,316.333333333333,319,197.575,202.8475
61,1869,1897,316.333333333333,319,197.575,202.8475
62,1869,1897,316.333333333333,319,197.575,202.8475
63,1869,1897,316.333333333333,319,197.575,202.8475
64,1869,1897,316.333333333333,319,197.575,202.8475
65,1869,1897,316.333333333333,319,197.575,202.8475
66,1869,1897,316.333333333333,319,197.575,202.8475
67,1869,1897,316.333333333333,319,197.575,202.8475
68,1835,1897,316.333333333333,319,194.1175,202.8475
69,1835,1897,316.333333333333,319,194.1175,202.8475
70,1835,1897,316.333333333333,319,194.1175,202.8475
71,1835,1897,316.333333333333,319,194.1175,202.8475
72,1835,1897,316.333333333333,319,194.1175,202.8475
73,1835,1897,316.333333333333,319,194.1175,202.8475
74,1835,1897,316.333333333333,319,194.1175,202.8475
75,1835,1897,316.333333333333,319,194.1175,202.8475
76,1835,1897,316.333333333333,319,194.1175,202.8475
77,1835,1897,316.333333333333,319,194.1175,202.8475
78,1835,1897,316.333333333333,319,194.1175,202.8475
79,1835,1897,316.333333333333,319,194.1175,202.8475
80,1835,1897,316.333333333333,319,194.1175,202.8475
