scenario,case_name,algorithm,feasible,plan_time_ms,path_length,turn_count,expanded_nodes,cost,start_row,start_col,goal_row,goal_col,map_rows,map_cols,path_nodes
workshop_layout,main_aisle_cross,AStar,0,30.1009,0,0,2073,Inf,4,4,48,68,51,71,0
workshop_layout,main_aisle_cross,Dijkstra,0,24.4272,0,0,2073,Inf,4,4,48,68,51,71,0
workshop_layout,main_aisle_cross,ImprovedAStar_P0,0,100.246,0,0,2073,Inf,4,4,48,68,51,71,0
workshop_layout,main_aisle_cross,ImprovedAStar_P80,0,82.9685,0,0,2073,Inf,4,4,48,68,51,71,0
workshop_layout,main_aisle_cross,ImprovedAStar_P150,0,51.5982,0,0,2073,Inf,4,4,48,68,51,71,0
workshop_layout,upper_to_lower_shop,AStar,0,27.8725,0,0,2073,Inf,6,12,42,60,51,71,0
workshop_layout,upper_to_lower_shop,Dijkstra,0,23.4692,0,0,2073,Inf,6,12,42,60,51,71,0
workshop_layout,upper_to_lower_shop,ImprovedAStar_P0,0,85.6707,0,0,2073,Inf,6,12,42,60,51,71,0
workshop_layout,upper_to_lower_shop,ImprovedAStar_P80,0,71.0217,0,0,2073,Inf,6,12,42,60,51,71,0
workshop_layout,upper_to_lower_shop,ImprovedAStar_P150,0,52.2301,0,0,2073,Inf,6,12,42,60,51,71,0
workshop_layout,left_lane_to_right_lane,AStar,0,26.8494,0,0,2073,Inf,20,6,20,64,51,71,0
workshop_layout,left_lane_to_right_lane,Dijkstra,0,24.1944,0,0,2073,Inf,20,6,20,64,51,71,0
workshop_layout,left_lane_to_right_lane,ImprovedAStar_P0,0,49.7745,0,0,2073,Inf,20,6,20,64,51,71,0
workshop_layout,left_lane_to_right_lane,ImprovedAStar_P80,0,45.9158,0,0,2073,Inf,20,6,20,64,51,71,0
workshop_layout,left_lane_to_right_lane,ImprovedAStar_P150,0,38.1785,0,0,2073,Inf,20,6,20,64,51,71,0
corridor_bottleneck,left_to_right,AStar,1,12.8178,61,1,857,60,3,3,28,38,30,40,61
corridor_bottleneck,left_to_right,Dijkstra,1,11.6966,61,1,1002,60,3,3,28,38,30,40,61
corridor_bottleneck,left_to_right,ImprovedAStar_P0,1,0.4958,61,1,181,61,3,3,28,38,30,40,61
corridor_bottleneck,left_to_right,ImprovedAStar_P80,1,0.3223,61,1,182,64.008,3,3,28,38,30,40,61
corridor_bottleneck,left_to_right,ImprovedAStar_P150,1,0.3106,61,1,182,71.561875,3,3,28,38,30,40,61
corridor_bottleneck,bottom_detour,AStar,1,11.1423,57,1,738,56,28,4,4,36,30,40,57
corridor_bottleneck,bottom_detour,Dijkstra,1,11.9459,57,1,988,56,28,4,4,36,30,40,57
corridor_bottleneck,bottom_detour,ImprovedAStar_P0,1,0.3512,57,1,169,57,28,4,4,36,30,40,57
corridor_bottleneck,bottom_detour,ImprovedAStar_P80,1,0.2801,57,1,171,60.008,28,4,4,36,30,40,57
corridor_bottleneck,bottom_detour,ImprovedAStar_P150,1,0.2818,57,1,176,67.561875,28,4,4,36,30,40,57
u_shape_detour,outer_detour,AStar,1,8.146,53,1,480,52,4,4,26,34,30,40,53
u_shape_detour,outer_detour,Dijkstra,1,11.4343,53,1,936,52,4,4,26,34,30,40,53
u_shape_detour,outer_detour,ImprovedAStar_P0,1,0.4425,55,4,168,58,4,4,26,34,30,40,55
u_shape_detour,outer_detour,ImprovedAStar_P80,1,0.4095,55,2,191,62.016,4,4,26,34,30,40,55
u_shape_detour,outer_detour,ImprovedAStar_P150,1,0.9144,55,2,290,77.12375,4,4,26,34,30,40,55
u_shape_detour,inner_escape,AStar,1,7.8564,51,10,505,50,24,8,6,32,30,40,51
u_shape_detour,inner_escape,Dijkstra,1,10.9405,51,5,951,50,24,8,6,32,30,40,51
u_shape_detour,inner_escape,ImprovedAStar_P0,1,1.1772,51,6,194,56,24,8,6,32,30,40,51
u_shape_detour,inner_escape,ImprovedAStar_P80,1,2.3897,51,4,340,66.032,24,8,6,32,30,40,51
u_shape_detour,inner_escape,ImprovedAStar_P150,1,1.9851,51,3,390,84.685625,24,8,6,32,30,40,51
dense_crossing,diagonal_transfer,AStar,1,4.5064,60,4,289,59,3,4,28,36,32,40,60
dense_crossing,diagonal_transfer,Dijkstra,1,8.4482,60,4,619,59,3,4,28,36,32,40,60
dense_crossing,diagonal_transfer,ImprovedAStar_P0,1,0.4858,60,4,175,63,3,4,28,36,32,40,60
dense_crossing,diagonal_transfer,ImprovedAStar_P80,1,0.5509,60,2,182,67.016,3,4,28,36,32,40,60
dense_crossing,diagonal_transfer,ImprovedAStar_P150,1,0.6517,60,2,230,82.12375,3,4,28,36,32,40,60
dense_crossing,reverse_transfer,AStar,1,6.3797,60,7,416,59,28,5,4,34,32,40,60
dense_crossing,reverse_transfer,Dijkstra,1,8.6206,60,5,645,59,28,5,4,34,32,40,60
dense_crossing,reverse_transfer,ImprovedAStar_P0,1,1.0769,62,6,224,67,28,5,4,34,32,40,62
dense_crossing,reverse_transfer,ImprovedAStar_P80,1,1.2238,62,3,268,73.024,28,5,4,34,32,40,62
dense_crossing,reverse_transfer,ImprovedAStar_P150,1,0.8725,62,3,276,95.685625,28,5,4,34,32,40,62
